current_number	serpitem_value_1	serpitem_value_1_numbers	serpitemtext_value	serpitem_value_2	serpitem_value_2_numbers	city	district	street	house_num	address	serpitem_value_3	serpitem_value_3_numbers	serpitemprop_values_1	serpitem_flag	serpitem_flag_numbers	label_2	metres2	metres3	serpitem_number	serpitemprop_values_2	metres	levels	serpitem_value_5_numbers	agency	serpitemtext_description	link
1	из 13	13		9 мин пешком	9	Москва	район Рязанский	12-я Новокузьминская ул.	4К1	Москва, 12-я Новокузьминская ул., 4К1	40 000 руб./мес.	40000	комиссия 50%; залог	2-комнатная	2	на длительный срок	60 м	60	2	кухня 8 м 2; жилая 35 м 2	8; 2; 35; 2	2 этаж из 5	2; 5	Родные Пенаты	м.Рязанский пр-кт 5мин.пешком. Сдается теплая ,уютная квартира на длительный срок,в хорошем состоянии:стеклопакеты,ламинат,окна двор,укомплектованна полностью мебелью и техникой.Во дворе школа,детский сад,много магазинов,парк Кусково,театр Чихачева,Залог можно разбить на 2месяца.Ключи на руках,показ в любое время.	http://www.cian.ru/rent/flat/34030692/
1	из 6	6		10 мин пешком	10	Москва	район Рязанский	3-я Институтская ул.	14	Москва, 3-я Институтская ул., 14	40 000 руб./мес.	40000	комиссия 30%; залог	2-комнатная	2	на длительный срок	44 м	44	2	кухня 6 м 2; жилая 28 м 2	6; 2; 28; 2	1 этаж из 5	1; 5	ID: 594091	Сдается в аренду замечательная 2-к кв. Очень хорошо, что рядом с домом станция метро, поэтому на другой транспорт тратиться не придется. Ремонта не требует (заезжай и живи). Хороший вид с балкона. Вместительный холодильник. Есть стиральная машина. Лот: 9847790	http://www.cian.ru/rent/flat/34202422/
1	из 12	12		12 мин пешком	12	Москва	район Кузьминки	ул. Академика Скрябина	26К1	Москва, ул. Академика Скрябина, 26К1	40 000 руб./мес.	40000	комиссия 60%; залог; возможен торг	2-комнатная	2	на длительный срок	45 м	45	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	7 этаж из 9	7; 9	ID:683791	Сдаётся уютная 2-х комнатная квартира с Евро ремонтов возле метро Рязанский Проспект. Есть всё для комфортного проживания, качественная мебель и техника. Санузел совмещён, душевая кабина, застеклённая лоджия. Хороший район с развитой инфраструктурой, отличная собственница. Рассмотрим ВСЕХ приличных и платёжеспособных, кроме Азии. Дети приветствуются, можно с животными. Депозит при необходимости можно разбить на 2 части! Звоните.	http://www.cian.ru/rent/flat/34175982/
1	из 14	14		10 мин пешком	10	Москва	район Рязанский	Зеленодольская ул.	16	Москва, Зеленодольская ул., 16	40 000 руб./мес.	40000	комиссия 50%; залог	2-комнатная	2	на длительный срок	64 м	64	2	кухня 7 м 2; жилая 35 м 2	7; 2; 35; 2	8 этаж из 9	8; 9	Виктор Орлов	Квартира в отличном состоянии, после евроремонта. Современная мебель бытовая техника и электроника. Сверху оплата электроэнергии и водоснабжения по счетчикам. Славян.	http://www.cian.ru/rent/flat/30160642/
1	из 11	11		2 мин пешком	2	Москва	район Рязанский	Рязанский просп.	79	Москва, Рязанский просп., 79	45 000 руб./мес.	45000	комиссия 35%; залог	2-комнатная	2	на длительный срок	63 м	63	2	кухня 10 м 2; жилая 33 м 2	10; 2; 33; 2	5 этаж из 5	5; 5	RBK2	05.Михаил.Сдается квартира в сталинском доме в шаговой доступности от метро.Вся мебель и техника в отличном состоянии.Застекленный балкон.Рассмотрим все ваши предложения.	http://www.cian.ru/rent/flat/33768965/
1	из 14	14		5 мин пешком	5	Москва	район Выхино-Жулебино	Рязанский просп.	60	Москва, Рязанский просп., 60	45 000 руб./мес.	45000	комиссия 50%; залог	2-комнатная	2	на длительный срок	40 м	40	2	кухня 8 м 2; жилая 30 м 2	8; 2; 30; 2	8 этаж из 9	8; 9	Планета недвижимости	Москва, Рязанский проспект 60, общ. пл. 40, жил.пл. 30, комнаты 18/12, кухня 8, 8/9 этаж, окна двор, санузел раздельный, балкон, отличный ремонт, мебель, стиральная машина, холодильник, телевизор, возможно с детьми, не против животных, Сдается на длительный срок, с отличным ремонтом, окна пвх, рассмотрим всех славянской внешности, свет+вода по счетчикам, звоните	http://www.cian.ru/rent/flat/32638205/
			Нет фото	10 мин пешком	10	Москва	район Рязанский	Мещерский пер.	6К2	Москва, Мещерский пер., 6К2	45 000 руб./мес.	45000	комиссия 30%; залог	2-комнатная	2	на длительный срок	52 м	52	2	кухня 11 м 2; жилая 32 м 2	11; 2; 32; 2	16 этаж из 17	16; 17	частный маклер	Евроремонт. Квартира красивая. Качественная отделка, ремонт делали для себя. Новая гарнитурная мебель. Кухня и гостинная объединены. Встроенная кухня со всей бытовой техникой. По всей квартире галогеновая подсветка. Подогрев полов. Застекл. лоджия. Квартира сдается с первого показа. Достойное предложение. Для 1 чел. или сем. пары, русских. Без детей. Без животных.	http://www.cian.ru/rent/flat/34048744/
1	из 12	12		10 мин на транспорте	10	Москва	район Рязанский	Рязанский просп.	45К1	Москва, Рязанский просп., 45К1	46 000 руб./мес.	46000	комиссия 50%; залог	2-комнатная	2	на длительный срок	76 м	76	2	кухня 10 м 2; жилая 33 м 2	10; 2; 33; 2	7 этаж из 7	7; 7	ИНКОМ-Недвижимость / Аренда / Офис Беляево	СДАЁТСЯ ВПЕРВЫЕ, Двухкомнатная квартира. Сталинский дом с лифтом.Евроремонт.Итальянская современная мебель. Встроенный кухонный гарнитур со всей бытовой техникой. Итальянский спальный гарнитур. Встроенный шкаф- купе.Джакузи+ Душевая кабина.Кондиционер. Металлическая дверь. Предложение для славян 1-2 человека. ИНКОМ-Беляево. Номер лота: 2140195	http://www.cian.ru/rent/flat/31332335/
1	из 9	9		6 мин пешком	6	Москва	район Рязанский	1-я Новокузьминская ул.	5	Москва, 1-я Новокузьминская ул., 5	50 000 руб./мес.	50000	комиссия 50%; залог	2-комнатная	2	на длительный срок	85 м	85	2	кухня 14 м 2; жилая 45 м 2	14; 2; 45; 2	4 этаж из 17	4; 17	ID:389016	"Предлагается в аренду двухкомнатная квартира в новом монолитном доме . Отличный ремонт. Ранее не сдавалась. Встроенный кухонный гарнитур со всей бытовой техникой. В прихожей большой зеркальный шкаф-купе. Необходимая мебель в комнатах для комфортного проживания, полы- дубовый паркет. Консьерж . Близко от метро 5 мин. пешком ""Рязанский проспект"". Рассмотрим порядочных, платежеспособных людей (только славян). Оперативный показ. Звоните, уважаемые коллеги и клиенты! тел. 8-925-416-17-19"	http://www.cian.ru/rent/flat/34061769/
1	из 6	6		5 мин на транспорте	5	Москва	район Нижегородский	Орехово-Зуевский проезд	10	Москва, Орехово-Зуевский проезд, 10	55 000 руб./мес.	55000	комиссия 70%; без залога	2-комнатная	2	на длительный срок	60 м	60	2	кухня 12 м 2; жилая 45 м 2	12; 2; 45; 2	3 этаж из 5	3; 5	ANN1	Полностью укомплектованная квартира , с отличным ремонтом и все бытовой техникой.	http://www.cian.ru/rent/flat/18651436/
1	из 18	18		5 мин на транспорте	5	Москва	район Нижегородский	Рязанский просп.	25	Москва, Рязанский просп., 25	30 000 руб./мес.	30000	комиссия 50%; залог	2-комнатная	2	на длительный срок	48 м	48	2	кухня 7 м 2; жилая 32 м 2	7; 2; 32; 2	3 этаж из 5	3; 5		"Анастасия,АН ""Азбука Жилья"". Предлагаем просторную квартиру для порядочных и платежеспособных граждан Славянской внешности.В квартире есть мебель и вся техника необходимая для проживания кроме стиральной машины.Приятный собственник!Развитая инфраструктура."	http://www.cian.ru/rent/flat/29201746/
1	из 10	10		14 мин пешком	14	Москва	район Рязанский	1-й Институтский проезд	8	Москва, 1-й Институтский проезд, 8	30 000 руб./мес.	30000	комиссия 70%; залог	2-комнатная	2	на длительный срок	43 м	43	2	кухня 6 м 2; жилая 30 м 2	6; 2; 30; 2	4 этаж из 5	4; 5		Сдается 2-комнатная квартира со смежными комнатами в хорошем состоянии со всей необходимой мебелью и бытовой техникой.Рассмотрим до 4-х человек славян.Желательно СП.	http://www.cian.ru/rent/flat/31523250/
1	из 4	4		2 мин пешком	2	Москва	район Рязанский	4-й Вешняковский проезд	5К3	Москва, 4-й Вешняковский проезд, 5К3	32 000 руб./мес.	32000	комиссия 50%; залог	2-комнатная	2	на длительный срок	60 м	60	2	кухня 10 м 2; жилая 38 м 2	10; 2; 38; 2	2 этаж из 5	2; 5		После косметического ремонта со всей необходимой мебелью и бытовой техникой.Для лиц славянской внешности.	http://www.cian.ru/rent/flat/33760741/
			Нет фото	5 мин пешком	5	Москва	район Рязанский	1-я Новокузьминская ул.	24	Москва, 1-я Новокузьминская ул., 24	34 000 руб./мес.	34000	комиссия 30%; залог; возможен торг	2-комнатная	2	на длительный срок	50 м	50	2	кухня 9 м 2; жилая 32 м 2	9; 2; 32; 2	3 этаж из 14	3; 14		Сдаётся двухкомнатная квартира в пешей доступности от метро Рязанский проспект ( 5 минут пешком) на длительный срок . Квартира располагает двумя смежными и очень просторными комнатами, в каждой комнате по балкону( балконы без остекления!). В комнатах есть вся необходимая мебель: кровать, диван, стол, два шкафа для одежды, шкаф для посуды и книг, две тумбы и кресло.Стиральная машина, холодильник, телевизор -всё есть.На кухне имеется мебель,стол и стулья.Ремонт обычный.Квартира очень чистая и готова к проживанию. Рассмотрим только славян.Оплата за электричество и за воду - по счётчикам! Депозит можем разбить на 2-3 месяца - по договорённости.Небольшой торг уместен!	http://www.cian.ru/rent/flat/31775670/
1	из 6	6		7 мин пешком	7	Москва	район Рязанский	Мещерский пер.	10	Москва, Мещерский пер., 10	39 999 руб./мес.	39999	комиссия 50%; без залога	2-комнатная	2	на длительный срок	57 м	57	2	кухня 10 м 2; жилая 40 м 2	10; 2; 40; 2	3 этаж из 5	3; 5		ЕВРОРЕМОНТ почти !!! КОМНАТЫ и САН УЗЕЛ ИЗОЛИРОВАННЫЕ !!! Всё есть,новая кухня,пол ламинат,новая мебель и т.д !!! ВСЕХ !!! ВСЕХ !!! ВСЕХ !!! Национальность не имеет значения !!!	http://www.cian.ru/rent/flat/34025467/
1	из 6	6		24 мин пешком	24	Москва	район Рязанский	Зарайская ул.	35	Москва, Зарайская ул., 35	25 000 руб./мес.	25000	комиссия 100%; без залога; агентам не звонить	2-комнатная	2	на длительный срок	42 м	42	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	4 этаж из 9	4; 9	Интеркам	Ирина, квартира после ремонта, без мебели.	http://www.cian.ru/rent/flat/34264362/
1	из 6	6		8 мин пешком	8	Москва	район Рязанский	ул. Академика Скрябина	16К2	Москва, ул. Академика Скрябина, 16К2	25 000 руб./мес.	25000	комиссия 50%; залог	2-комнатная	2	на длительный срок	44 м	44	2	кухня 6 м 2; жилая 29,5 м 2	6; 2; 295; 2	2 этаж из 9	2; 9	Людмила Рожкова	Квартира без балкона. Сдается на любой срок. В настоящее время находится на продаже. Гарантировано проживание в течение 1 месяца. Залог 10 000. Спальных мест нет. Предыдущие жильцы были со своей надувной кроватью.	http://www.cian.ru/rent/flat/32374637/
1	из 5	5		10 мин на транспорте	10	Москва	район Рязанский	Рязанский просп.	47К3	Москва, Рязанский просп., 47К3	25 000 руб./мес.	25000	комиссия 40%; без залога	2-комнатная	2	на длительный срок	46 м	46	2	кухня 6 м 2; жилая 32 м 2	6; 2; 32; 2	4 этаж из 5	4; 5	Nadezda	ул.Рязанский пр-т д.47.к.2.Отличная чистая квартира.Комнаты смежныеНа кухне-гарнитур,холодильник,В 1 комнате-шкаф,2-х.спальная кровать.В другой только шкаф.Cлавян	http://www.cian.ru/rent/flat/33234714/
1	из 7	7		2 мин на транспорте	2	Москва	район Нижегородский	Рязанский просп.	25	Москва, Рязанский просп., 25	26 000 руб./мес.	26000	комиссия 50%; без залога	2-комнатная	2	на длительный срок	38 м	38	2	кухня 6 м 2; жилая 30 м 2	6; 2; 30; 2	4 этаж из 5	4; 5	ИстЛайн	БЕЗ ЗАЛОГА! Сдается чистая уютная квартира. Укомплектована всей необходимой мебелью и бытовой техникой. Комнаты изолированы. Кухонная мебель гарнитурная.Санузел совмещен. Сдается на длительный срок. Рассмотрим всех приличных. Азию не предлагать.	http://www.cian.ru/rent/flat/30015742/
1	из 7	7		10 мин пешком	10	Москва	район Кузьминки	ул. Академика Скрябина	26К3	Москва, ул. Академика Скрябина, 26К3	26 000 руб./мес.	26000	комиссия 70%; без залога	2-комнатная	2	на длительный срок	45 м	45	2	кухня 9 м 2; жилая 30 м 2	9; 2; 30; 2	3 этаж из 12	3; 12	Континент Плюс	Срочно. 88167988683 комнаты изолированные, Без депозита. Чистая квартира, вся мебель: диван, две кровати, шкаф, холодильник, стиральная машина автомат. Рассмотрят всех приличных состав обсуждается. Показ оперативно	http://www.cian.ru/rent/flat/34205549/
1	из 8	8		5 мин на транспорте	5	Москва	район Нижегородский	Рязанский просп.	25	Москва, Рязанский просп., 25	27 000 руб./мес.	27000	комиссия 50%; без залога	2-комнатная	2	на длительный срок	42 м	42	2	кухня 6 м 2; жилая 31 м 2	6; 2; 31; 2	4 этаж из 5	4; 5	МГСН-Новослободское	БЕЗ ДЕПОЗИТА. Дом кирпичный. Квартира с изолированными комнатами, имеется вся необходимая мебель, кухонный гарнитур, холодильник.	http://www.cian.ru/rent/flat/29146354/
1	из 7	7		7 мин на транспорте	7	Москва	район Рязанский	ул. Михайлова	6	Москва, ул. Михайлова, 6	27 000 руб./мес.	27000	комиссия 50%; залог	2-комнатная	2	на длительный срок	41 м	41	2	кухня 6 м 2; жилая 30 м 2	6; 2; 30; 2	4 этаж из 5	4; 5	ИНКОМ-Недвижимость / Аренда / Офис Таганское	Д.6 Комнаты смежные. После косметического ремонта. Кухонный гарнитур. Бытовая техника. Стеклопакеты. Стенка, мягкая мебель, кровать, шкаф. Кладовая комната. Домофон, без животных. ГАРАНТИЙНЫЙ ТАЛОН нанимателю при оплате 100%. ИНКОМ-Таганское. Номер лота: 1708764	http://www.cian.ru/rent/flat/26825182/
1	из 10	10		24 мин пешком	24	Москва	район Рязанский	Зарайская ул.	35	Москва, Зарайская ул., 35	27 000 руб./мес.	27000	комиссия 50%; залог	2-комнатная	2	на длительный срок	39 м	39	2	кухня 8 м 2; жилая 23 м 2	8; 2; 23; 2	8 этаж из 9	8; 9	AVALON	Светлана - станция Плющево 3 мин пешком, квартира сдаётся на длительный срок, комнаты 14-9 м изолированные, дом после капитального ремонта, окна стеклопакеты, балкон застеклён, имеется вся необходимая мебель, бытовая техника, сан/узел совмещён в плитке.	http://www.cian.ru/rent/flat/34046422/
1	из 8	8		5 мин на транспорте	5	Москва	район Рязанский	Рязанский просп.	47К2	Москва, Рязанский просп., 47К2	27 000 руб./мес.	27000	комиссия 30%; без залога	2-комнатная	2	на длительный срок	54 м	54	2	кухня 6 м 2; жилая 32 м 2	6; 2; 32; 2	5 этаж из 5	5; 5	Nadezda	Ул.Рязанский пр-т д.47 к.2.комнаты смежные.Отличная чистпэая квартира.на кухне-гарнитур,холодильник,стиральная.В 1 комнате-стенка,диван.В другой-шкаф,2-х.спальная кровать.Строго славян.ЧУДЕСНАЯ оплата помесячно без залогов и предоплат	http://www.cian.ru/rent/flat/34063087/
			Нет фото	15 мин пешком	15	Москва	район Кузьминки	ул. Федора Полетаева	32К5	Москва, ул. Федора Полетаева, 32К5	28 000 руб./мес.	28000	комиссия 70%; залог	2-комнатная	2	на длительный срок	55 м	55	2	жилая 27 м 2	27; 2	1 этаж из 12	1; 12	РЕСПЕКТ	БЕЗ ЗАЛОГА.....Сдается 2 ка комнаты смежные. квартира чистая.окно ПВХ.Славян	http://www.cian.ru/rent/flat/33197622/
			Нет фото	5 мин на транспорте	5	Москва	район Рязанский	ул. Михайлова	18К2	Москва, ул. Михайлова, 18К2	28 000 руб./мес.	28000	комиссия 40%; без залога	2-комнатная	2	на длительный срок	49 м	49	2	кухня 9 м 2; жилая 33 м 2	9; 2; 33; 2	2 этаж из 5	2; 5	Melissa-N	Сдается впервые отличная двухкомнатная квартира, после евроремонта, всё для проживания имеется, мебель и бытовая техника 2014 года. Рассмотрим строго славян до 5 человек. Звоните, подробности по телефону.	http://www.cian.ru/rent/flat/34097387/
			Нет фото	24 мин пешком	24	Москва	район Рязанский	ул. Маевок	5	Москва, ул. Маевок, 5	28 000 руб./мес.	28000	комиссия 50%; без залога	2-комнатная	2	на длительный срок	52 м	52	2	кухня 10 м 2; жилая 32 м 2	10; 2; 32; 2	6 этаж из 12	6; 12	ID:403413	Квартира после свежего косметического ремонта,вся мебель и бытовая в наличии,славян.	http://www.cian.ru/rent/flat/33735897/
1	из 4	4		5 мин на транспорте	5	Москва	район Рязанский	ул. Михайлова	2/6	Москва, ул. Михайлова, 2/6	29 000 руб./мес.	29000	комиссия 50%; залог	2-комнатная	2	на длительный срок	43 м	43	2	кухня 7 м 2; жилая 28 м 2	7; 2; 28; 2	5 этаж из 5	5; 5	частный маклер	Предложение для россиян славянской внешности. Дети приветствуются. Впервые сдается 2-х комнатная квартира. 43/28/7. Ст. м. Рязанский пр-т - 10 мин. транспортом. Лесопарк «Кусково», школа, детсад, торговые центры – всё рядом. Хорошие соседи. Чистый подъезд. Свежий косметический ремонт. Комнаты смежно-изолированные. Есть темная комната. Балкон не застеклен. Вся необходимая мебель. СУС. СМА, ТВ, холодильник. Чистая сантехника. Ждем приличных и платежеспособных.	http://www.cian.ru/rent/flat/34158202/
1	из 9	9		8 мин пешком	8	Москва	район Рязанский	Зеленодольская ул.	14К2	Москва, Зеленодольская ул., 14К2	30 000 руб./мес.	30000	комиссия 60%; залог	2-комнатная	2	на длительный срок	40 м	40	2	кухня 6 м 2; жилая 30 м 2	6; 2; 30; 2	3 этаж из 12	3; 12	ID:269715	АВАНС ДО 17 ЯНВАРЯ.БЕЗ ЗАЛОГА.Квартира чистая, светлая, теплая. Комнаты раздельные.Рассматриваем приличных и платежеспособных арендаторов. Киргизов не предлагать.Ключи на руках.	http://www.cian.ru/rent/flat/33445746/
1	из 14	14		10 мин пешком	10	Москва	район Рязанский	ул. Михайлова	45/9	Москва, ул. Михайлова, 45/9	30 000 руб./мес.	30000	комиссия 48%; залог	2-комнатная	2	на длительный срок	42 м	42	2	кухня 6 м 2; жилая 27 м 2	6; 2; 27; 2	1 этаж из 5	1; 5	ID:329135	Полное юридическое сопровождение сделки. Самая низкая комиссия. Сдается хорошая, двухкомнатная квартира в спокойном районе Москвы. Дом расположен в тихом месте, развитая инфраструктура. 10 минут пешком до станции метро Рязанский проспект. В 2016 году планируется открытие станция м. Окская в 300 м. от дома. Отличная социальная инфраструктура и хорошая транспортная развязка. Подъезд чистый, отремонтированный, рядом парк Кусково, нет проблем с парковкой. Очень зеленый и экологически благоприятный район. В квартире выполнен косметический ремонт. Комнаты: изолированы. Наличие всей необходимой мебели и бытовой техники обеспечит комфортное проживание. Из мебели: 2 дивана, маленький диванчик, шкафы, тумбочка под телевизор. Из техники: холодильник, стиральная машинка, телевизор. На кухне: гарнитур, стол, стулья. Санузел: совмещен. Напольное покрытие: линолеум. Окна: деревянные. Есть решетки. Все необходимое рядом: магазины, супермаркеты, аптеки, школы и дошкольные учреждения, остановки общественного транспорта. Рядом яркая детская площадка, в районе есть сад и школа. Прекрасное место для жизни. Рассмотрим приличных и платежеспособных. Кроме Азии. Можно с детишками. Можно с животными (по согласованию).	http://www.cian.ru/rent/flat/33802581/
1	из 10	10		10 мин пешком	10	Москва	район Рязанский	ул. Михайлова	45/9	Москва, ул. Михайлова, 45/9	30 000 руб./мес.	30000	комиссия 50%; залог	2-комнатная	2	на длительный срок	42 м	42	2	кухня 6 м 2; жилая 27 м 2	6; 2; 27; 2	1 этаж из 5	1; 5	Миэль. Офис на Красной Пресне	Сдается хорошая, двухкомнатная квартира в пешей доступности от метро Рязанский проспект . Район тихий, вся инфраструктура. В 2016 году планируется открытие станция м. Окская в 300 м. от дома. Хорошая транспортная развязка. Подъезд чистый, сделан ремонт , рядом парк Кусково, нет проблем с парковкой. Очень зеленый и экологически благоприятный район. В квартире косметический ремонт. Комнаты: изолированы. Вся мебель и бытовая техника . 2 дивана, маленький диванчик, шкафы , холодильник , стиральная машинка, телевизор. На кухне: гарнитур, стол, стулья. На окнах решетки Рядом: магазины, супермаркеты, аптеки, школы и дошкольные учреждения, остановки общественного транспорта. Славян . Можно с детьми. Можно с животными (по согласованию).	http://www.cian.ru/rent/flat/33846737/
1	из 9	9		15 мин пешком	15	Москва	район Кузьминки	ул. Федора Полетаева	36	Москва, ул. Федора Полетаева, 36	30 000 руб./мес.	30000	комиссия 50%; залог	2-комнатная	2	на длительный срок	54 м	54	2	кухня 8 м 2; жилая 32 м 2	8; 2; 32; 2	5 этаж из 9	5; 9	частный маклер	Владимир. Сдается 2-х комнатная квартира на длительный срок, ЗАЛОГ ВСЕГО 15 тыс. руб., 15 минут пешком от метро, хороший ремонт, застекленный балкон, на окнах стеклопакеты, комнаты смежные, метал. дверь, домофон, интернет. В одной комнате стенка, двухспальная кровать, комод, стол, кресло, телевизор. В другой комнате шкаф, кровать, комод с зеркалом. На кухне кухонный гарнитур, двухкамерный холодильник, стол, стулья. С/У раздельный, плитка до потолка, хорошая сантехника, стир. маш. автомат. Берут СЛАВЯН.	http://www.cian.ru/rent/flat/34265254/
1	из 6	6		15 мин на транспорте	15	Москва	район Рязанский	ул. Коновалова	5	Москва, ул. Коновалова, 5	30 000 руб./мес.	30000	комиссия 50%; залог	2-комнатная	2	на длительный срок	43 м	43	2	кухня 6 м 2	6; 2	5 этаж из 12	5; 12	Миэль	Лот 30156. Станция Чухлинка 10 мин.пешком. Еще 10 минут и вы в центре.Чистая квартира после косметики. Комнаты изолированные. Мебель старенькая, но добротная и крепкая. Бытовая техника. Длительный срок.	http://www.cian.ru/rent/flat/30502085/
1	из 7	7		13 мин пешком	13	Москва	район Рязанский	ул. Федора Полетаева	5К1	Москва, ул. Федора Полетаева, 5К1	30 000 руб./мес.	30000	комиссия 50%; залог	2-комнатная	2	на длительный срок	42 м	42	2	кухня 12 м 2; жилая 16 м 2	12; 2; 16; 2	2 этаж из 5	2; 5	КвадротеК	Чистая, уютная квартира. На кухне гарнитур, С\У совмещен, железная дверь, домофон. Квартира в пешей доступности от метро, благоустроенный зеленый район, много парковых зон. Адекватные и лояльные взрослые собственники. Объект сдается на длительный срок. Рассмотрим приличных, платежеспособных клиентов. Показ в удобное для вас время.	http://www.cian.ru/rent/flat/33494513/
1	из 8	8		9 мин пешком	9	Москва	район Рязанский	3-я Институтская ул.	4	Москва, 3-я Институтская ул., 4	30 000 руб./мес.	30000	комиссия 50%; без залога	2-комнатная	2	на длительный срок	40 м	40	2	кухня 7 м 2; жилая 28 м 2	7; 2; 28; 2	4 этаж из 5	4; 5	Мой Дом	СРОЧНО!!! СДАЕТСЯ КВАРТИРА В СПОКОЙНОМ РАЙОНЕ.Смежные комнаты.Стоят стеклопакеты. Из мебели: стенка, 2 кресла, софа.Возможна покупка дополнительного спального места(со стороны собственника). Бытовая техника: холодильник, СВЧ. Рассмотрим только СЛАВЯН. Срочно. Оперативный показ.	http://www.cian.ru/rent/flat/34058897/
			Нет фото	10 мин на транспорте	10	Москва	район Рязанский	ул. Михайлова	11	Москва, ул. Михайлова, 11	30 000 руб./мес.	30000	комиссия 50%; залог	2-комнатная	2	на длительный срок	42 м	42	2	кухня 6 м 2; жилая 25 м 2	6; 2; 25; 2	1 этаж из 5	1; 5	МГСН-Служба Недвижимости	После косметического ремонта .Комнаты изолированные Меблирована.В каждой комнате есть спальное место .Полы в комнатах ленолиум ,а на кухне плитка,Рассмотрят семью можно с детьми желательно славян.	http://www.cian.ru/rent/flat/34176337/
1	из 17	17		3 мин пешком	3	Москва	район Рязанский	Рязанский просп.	81/1	Москва, Рязанский просп., 81/1	32 000 руб./мес.	32000	комиссия 50%; без залога	2-комнатная	2	на длительный срок	45 м	45	2	кухня 6 м 2; жилая 20 м 2	6; 2; 20; 2	7 этаж из 12	7; 12	частный маклер	Рассматриваем Всх приличных можно две семьи	http://www.cian.ru/rent/flat/34264344/
1	из 4	4		10 мин пешком	10	Москва	район Кузьминки	ул. Федора Полетаева	38	Москва, ул. Федора Полетаева, 38	32 000 руб./мес.	32000	комиссия 50%; залог	2-комнатная	2	на длительный срок	45 м	45	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	8 этаж из 9	8; 9	ID: 329257	Сдается квартира на длительный срок.Дом после капитального ремонта.В квартире косметический.Замена сан техники.Установлены окна ПВХ,застеклен балкон.Есть все необходимое для проживания.Кухонный гарнитур,необходимая мебель.Смотрите фото.К заселению готова,для лиц славянской внешности.Депозит разбивается.Дополнительно только свет,вода по счетчикам.Звоните 89256388993	http://www.cian.ru/rent/flat/34189164/
1	из 3	3		3 мин пешком	3	Москва	район Выхино-Жулебино	ул. Вострухина	6К1	Москва, ул. Вострухина, 6К1	32 000 руб./мес.	32000	комиссия 50%; залог	2-комнатная	2	на длительный срок	45 м	45	2	кухня 7 м 2; жилая 32 м 2	7; 2; 32; 2	3 этаж из 5	3; 5	ИстЛайн	Сдается квартира на длительный срок после косметического ремонта. Укомплектована всей необходимой мебелью и бытовой техникой. Кухонная мебель наборная. санузел разделен. Мет. дверь домофон. Рассмотрим всех приличных. Азию не предлагать.	http://www.cian.ru/rent/flat/33712313/
			Нет фото	10 мин пешком	10	Москва	район Рязанский	Окская ул.	44К1	Москва, Окская ул., 44К1	32 000 руб./мес.	32000	комиссия 50%; без залога	2-комнатная	2	на длительный срок	40 м	40	2	кухня 8 м 2; жилая 30 м 2	8; 2; 30; 2	6 этаж из 9	6; 9	Мой Дом	"Сдается срочно очень чистая, уютная меблированная квартира из серии ""заходи и живи"": два дивана, две стенки, стол, стулья, тумбочка с телевизором, кухонный гарнитур, холодильник, газовая плита. Стиральной машинки нет,если нужно приобрести - купят. Очень хороший ремонт. Новая сантехника. Новый линолеум. Прекрасные хозяева. Сдается только славянам на длительный срок."	http://www.cian.ru/rent/flat/34187182/
1	из 5	5		5 мин на транспорте	5	Москва	район Рязанский	ул. Михайлова	21	Москва, ул. Михайлова, 21	32 000 руб./мес.	32000	комиссия 50%; залог	2-комнатная	2	на длительный срок	43 м	43	2	кухня 6 м 2	6; 2	3 этаж из 5	3; 5	Миэль	Лот 31711. Косметич. ремонт. Современная мебель и бытовая техника. Гардеробная комната. Встроенные шкафы. Застеклённый балкон, стеклопакеты. Можно с детьми.	http://www.cian.ru/rent/flat/34103982/
			Нет фото	12 мин пешком	12	Москва	район Рязанский	ул. Академика Скрябина	20/1	Москва, ул. Академика Скрябина, 20/1	32 000 руб./мес.	32000	комиссия 50%; залог	2-комнатная	2	на длительный срок	45 м	45	2	кухня 6 м 2; жилая 31 м 2	6; 2; 31; 2	6 этаж из 9	6; 9	Мир столичной недвижимости	Не путайте в с другими вариантами.Сдается двухкомнатная квартира с изолированными комнатами. Пешая доступность от метро. Свежая косметика. Застекленный балкон. Окна ПВХ, пол паркет. В наличии стенка, большой диван, 2 кровати, шкаф, писм.стол, ТВ, холодильник и т.д. Славян.	http://www.cian.ru/rent/flat/28612168/
			Нет фото	4 мин пешком	4	Москва	район Выхино-Жулебино	ул. Вострухина	4к1	Москва, ул. Вострухина, 4к1	33 350 руб./мес.	33350	комиссия 20%; залог	2-комнатная	2	на длительный срок	44 м	44	2	кухня 7 м 2; жилая 30 м 2	7; 2; 30; 2	5 этаж из 5	5; 5	Центр Недвижимости +	Квартира чистая с мебелью 90-2000х годов вся бытовая техника. Депозит половина.	http://www.cian.ru/rent/flat/34027787/
